Paper Title,Number of Reviews,Average Review Length,Review Texts,Scores,Rebuttal Present,Rebuttal Text,Authors,Decision
Pre-Training for Robots: Leveraging Diverse Multitask Data via Offline Reinforcement Learning,0,0,[],[],False,N/A,"['Aviral Kumar', 'Anikait Singh', 'Frederik Ebert', 'Yanlai Yang', 'Chelsea Finn', 'Sergey Levine']",N/A
Safe Exploration Incurs Nearly No Additional Sample Complexity for Reward-Free RL,0,0,[],[],False,N/A,"['Ruiquan Huang', 'Jing Yang', 'Yingbin Liang']",N/A
S$^6$-DAMON: Bridging Self-Supervised Speech Models and Real-time Speech Recognition,0,0,[],[],False,N/A,"['Yonggan Fu', 'Zhifan Ye', 'Shunyao Zhang', 'Jiayi Yuan', 'Zhongzhi Yu', 'Yingyan Lin']",N/A
Teaching Algorithmic Reasoning via In-context Learning,0,0,[],[],False,N/A,"['Hattie Zhou', 'Azade Nova', 'Aaron Courville', 'Hugo Larochelle', 'Behnam Neyshabur', 'Hanie Sedghi']",N/A
Offline Q-learning on Diverse Multi-Task Data Both Scales And Generalizes,0,0,[],[],False,N/A,"['Aviral Kumar', 'Rishabh Agarwal', 'Xinyang Geng', 'George Tucker', 'Sergey Levine']",N/A
Disentangled Conditional Variational Autoencoder for Unsupervised Anomaly Detection,0,0,[],[],False,N/A,"['Asif Ahmed Neloy', 'Maxime Turgeon']",N/A
Diffusion-based Image Translation using disentangled style and content representation,0,0,[],[],False,N/A,"['Gihyun Kwon', 'Jong Chul Ye']",N/A
An Analytic Framework for Robust Training of Differentiable Hypothesis,0,0,[],[],False,N/A,"['Ramin Barati', 'Reza Safabakhsh', 'Mohammad Rahmati']",N/A
Mixture of Quantized Experts (MoQE): Complementary Effect of Low-bit Quantization and Robustness,0,0,[],[],False,N/A,"['Young Jin Kim', 'Raffy Fahim', 'Hany Hassan']",N/A
Implicit Regularization for Group Sparsity,0,0,[],[],False,N/A,"['Jiangyuan Li', 'Thanh V Nguyen', 'Chinmay Hegde', 'Raymond K. W. Wong']",N/A
HesScale: Scalable Computation of Hessian Diagonals,0,0,[],[],False,N/A,"['Mohamed Elsayed', 'A. Rupam Mahmood']",N/A
Divide-and-Cluster: Spatial Decomposition Based Hierarchical Clustering,0,0,[],[],False,N/A,"['Narendra Ahuja', 'Akshat Sharma', 'Divyam Goel']",N/A
Implicit regularization in Heavy-ball momentum accelerated stochastic gradient descent,0,0,[],[],False,N/A,"['Avrajit Ghosh', 'He Lyu', 'Xitong Zhang', 'Rongrong Wang']",N/A
ORCA: Interpreting Prompted Language Models via Locating Supporting Evidence in the Ocean of Pretraining Data,0,0,[],[],False,N/A,"['Xiaochuang Han', 'Yulia Tsvetkov']",N/A
Real-time variational method for learning neural trajectory and its dynamics,0,0,[],[],False,N/A,"['Matthew Dowling', 'Yuan Zhao', 'Il Memming Park']",N/A
Large Language Models are Human-Level Prompt Engineers,0,0,[],[],False,N/A,"['Yongchao Zhou', 'Andrei Ioan Muresanu', 'Ziwen Han', 'Keiran Paster', 'Silviu Pitis', 'Harris Chan', 'Jimmy Ba']",N/A
Do Not Blindly Imitate the Teacher: Loss Perturbation for Knowledge Distillation,0,0,[],[],False,N/A,"['Rongzhi Zhang', 'Jiaming Shen', 'Tianqi Liu', 'Jialu Liu', 'Michael Bendersky', 'Marc Najork', 'Chao Zhang']",N/A
Fast Yet Effective Graph Unlearning through Influence Analysis,0,0,[],[],False,N/A,"['Kun Wu', 'Jie Shen', 'Yue Ning', 'Wendy Hui Wang']",N/A
Faster Hyperparameter Search for GNNs via Calibrated Dataset Condensation,0,0,[],[],False,N/A,"['Mucong Ding', 'Xiaoyu Liu', 'Tahseen Rabbani', 'Teresa Ranadive', 'Tai-Ching Tuan', 'Furong Huang']",N/A
Spatiotemporal Modeling of Multivariate Signals with Graph Neural Networks and Structured State Space Models,0,0,[],[],False,N/A,"['Siyi Tang', 'Jared Dunnmon', 'Liangqiong Qu', 'Khaled Kamal Saab', 'Christopher Lee-Messer', 'Daniel Rubin']",N/A
Pruning Deep Neural Networks from a Sparsity Perspective,0,0,[],[],False,N/A,"['Enmao Diao', 'Ganghua Wang', 'Jiawei Zhang', 'Yuhong Yang', 'Jie Ding', 'Vahid Tarokh']",N/A
High-dimensional Continuum Armed and High-dimensional Contextual Bandit: with Applications to Assortment and Pricing,0,0,[],[],False,N/A,"['Junhui Cai', 'Ran Chen', 'Martin J. Wainwright', 'Linda H. Zhao']",N/A
​​What learning algorithm is in-context learning? Investigations with linear models,0,0,[],[],False,N/A,"['Ekin Akyürek', 'Dale Schuurmans', 'Jacob Andreas', 'Tengyu Ma', 'Denny Zhou']",N/A
Learning to represent and predict evolving visual signals via polar straightening,0,0,[],[],False,N/A,"['Pierre-Étienne H Fiquet', 'Eero P Simoncelli']",N/A
On Representation Learning Under Class Imbalance,0,0,[],[],False,N/A,"['Ravid Shwartz-Ziv', 'Micah Goldblum', 'Yucen Lily Li', 'C. Bayan Bruss', 'Andrew Gordon Wilson']",N/A
Gradient Descent Converges Linearly for Logistic Regression on Separable Data,0,0,[],[],False,N/A,"['Kyriakos Axiotis', 'Maxim Sviridenko']",N/A
Interpretable (meta)factorization of clinical questionnaires to identify general dimensions of psychopathology,0,0,[],[],False,N/A,"['Ka Chun Lam', 'Bridget W Mahony', 'Armin Raznahan', 'Francisco Pereira']",N/A
Enhancing Meta Learning via Multi-Objective Soft Improvement Functions,0,0,[],[],False,N/A,"['Runsheng Yu', 'Weiyu Chen', 'Xinrun Wang', 'James Kwok']",N/A
Discrete Predictor-Corrector Diffusion Models for Image Synthesis,0,0,[],[],False,N/A,"['Jose Lezama', 'Tim Salimans', 'Lu Jiang', 'Huiwen Chang', 'Jonathan Ho', 'Irfan Essa']",N/A
Instruction-Following Agents with Jointly Pre-Trained Vision-Language Models,0,0,[],[],False,N/A,"['Hao Liu', 'Lisa Lee', 'Kimin Lee', 'Pieter Abbeel']",N/A
Infusing Lattice Symmetry Priors in Neural Networks Using Soft Attention Masks,0,0,[],[],False,N/A,"['Mattia Atzeni', 'Mrinmaya Sachan', 'Andreas Loukas']",N/A
Counterfactual Vision-Language Data Synthesis with Intra-Sample Contrast Learning,0,0,[],[],False,N/A,"['Zhecan Wang', 'Yicheng He', 'Wenhao Li', 'Haoxuan You', 'Long Chen', 'Noel C Codella', 'Yulei Niu', 'Kai-Wei Chang', 'Shih-Fu Chang']",N/A
OPTQ: Accurate Quantization for Generative Pre-trained Transformers,0,0,[],[],False,N/A,"['Elias Frantar', 'Saleh Ashkboos', 'Torsten Hoefler', 'Dan Alistarh']",N/A
ConserWeightive Behavioral Cloning for Reliable Offline Reinforcement Learning,0,0,[],[],False,N/A,"['Tung Nguyen', 'Qinqing Zheng', 'Aditya Grover']",N/A
ADVL: Adaptive Distillation for Vision-Language Tasks,0,0,[],[],False,N/A,"['Zhecan Wang', 'Noel C Codella', 'Haoxuan You', 'Long Chen', 'Yen-Chun Chen', 'Yulei Niu', 'Jianwei Yang', 'Luowei Zhou', 'Lu Yuan', 'Kai-Wei Chang', 'Shih-Fu Chang']",N/A
A new characterization of the edge of stability based on a sharpness measure aware of batch gradient distribution,0,0,[],[],False,N/A,"['Sungyoon Lee', 'Cheongjae Jang']",N/A
$\mathrm{SE}(3)$-Equivariant Attention Networks for Shape Reconstruction in Function Space,0,0,[],[],False,N/A,"['Evangelos Chatzipantazis', 'Stefanos Pertigkiozoglou', 'Edgar Dobriban', 'Kostas Daniilidis']",N/A
PBES: PCA Based Exemplar Sampling Algorithm for Continual Learning,0,0,[],[],False,N/A,"['Sahil Nokhwal', 'Nirman Kumar']",N/A
"3D-IntPhys: Learning 3D Visual Intuitive Physics for Fluids, Rigid Bodies, and Granular Materials",0,0,[],[],False,N/A,"['Haotian Xue', 'Antonio Torralba', 'Daniel LK Yamins', 'Joshua B. Tenenbaum', 'Yunzhu Li', 'Hsiao-Yu Tung']",N/A
Continual Pre-training of Language Models,0,0,[],[],False,N/A,"['Zixuan Ke', 'Yijia Shao', 'Haowei Lin', 'Tatsuya Konishi', 'Gyuhak Kim', 'Bing Liu']",N/A
Min-Max Multi-objective Bilevel Optimization with Applications in Robust Machine Learning,0,0,[],[],False,N/A,"['Alex Gu', 'Songtao Lu', 'Parikshit Ram', 'Tsui-Wei Weng']",N/A
The Plug and Play of Language Models for Text-to-image Generation,0,0,[],[],False,N/A,"['Can Qin', 'Ning Yu', 'Chen Xing', 'Shu Zhang', 'Stefano Ermon', 'Yun Fu', 'Caiming Xiong', 'Ran Xu']",N/A
Learning Arborescence with An Efficient Inference Algorithm,0,0,[],[],False,N/A,"['Nan Jiang', 'Maxwell J Jacobson', 'Yexiang Xue']",N/A
"Towards Understanding Ensemble, Knowledge Distillation and Self-Distillation in Deep Learning",0,0,[],[],False,N/A,"['Zeyuan Allen-Zhu', 'Yuanzhi Li']",N/A
A Score-Based Model for Learning Neural Wavefunctions,0,0,[],[],False,N/A,"['Xuan Zhang', 'Shenglong Xu', 'Shuiwang Ji']",N/A
Benchmarking Algorithms for Domain Generalization in Federated Learning,0,0,[],[],False,N/A,"['Ruqi Bai', 'Saurabh Bagchi', 'David I. Inouye']",N/A
The Vendi Score: A Diversity Evaluation Metric for Machine Learning,0,0,[],[],False,N/A,"['Dan Friedman', 'Adji Bousso Dieng']",N/A
Forward Super-Resolution: How Can GANs Learn Hierarchical Generative Models for Real-World Distributions,0,0,[],[],False,N/A,"['Zeyuan Allen-Zhu', 'Yuanzhi Li']",N/A
Spotlight: Mobile UI Understanding using Vision-Language Models with a Focus,0,0,[],[],False,N/A,"['Gang Li', 'Yang Li']",N/A
A Control-Centric Benchmark for Video Prediction,0,0,[],[],False,N/A,"['Stephen Tian', 'Chelsea Finn', 'Jiajun Wu']",N/A
Continual Learning Based on Sub-Networks and Task Similarity,0,0,[],[],False,N/A,"['Zixuan Ke', 'Bing Liu', 'Wenhan Xiong', 'Asli Celikyilmaz', 'Haoran Li']",N/A
A Stable and Scalable Method for Solving Initial Value PDEs with Neural Networks,0,0,[],[],False,N/A,"['Marc Anton Finzi', 'Andres Potapczynski', 'Matthew Choptuik', 'Andrew Gordon Wilson']",N/A
Shallow Learning In Materio.,0,0,[],[],False,N/A,['Celestine Preetham Lawrence'],N/A
Data Subset Selection via Machine Teaching,0,0,[],[],False,N/A,"['Stephen Mussmann', 'Alex Fang', 'Ludwig Schmidt', 'Kevin Jamieson']",N/A
Do Summarization Models Synthesize?,0,0,[],[],False,N/A,"['Jay DeYoung', 'Iain James Marshall', 'Byron C Wallace']",N/A
CHiLS: Zero-Shot Image Classification with Hierarchical Label Sets,0,0,[],[],False,N/A,"['Zachary Novack', 'Saurabh Garg', 'Zachary Chase Lipton']",N/A
Multi-Grid Tensorized Fourier Neural  Operator for High Resolution PDEs,0,0,[],[],False,N/A,"['Jean Kossaifi', 'Nikola Borislavov Kovachki', 'Kamyar Azizzadenesheli', 'Anima Anandkumar']",N/A
$\beta$-Stochastic Sign SGD: A Byzantine Resilient and Differentially Private Gradient Compressor for Federated Learning,0,0,[],[],False,N/A,"['Ming Xiang', 'Lili Su']",N/A
Sequential Brick Assembly with Efficient Constraint Satisfaction,0,0,[],[],False,N/A,"['Seokjun Ahn', 'Jungtaek Kim', 'Minsu Cho', 'Jaesik Park']",N/A
Data-Efficient Finetuning Using Cross-Task Nearest Neighbors,0,0,[],[],False,N/A,"['Hamish Ivison', 'Noah A. Smith', 'Hannaneh Hajishirzi', 'Pradeep Dasigi']",N/A
"Noise Is Not the Main Factor Behind the Gap Between Sgd and Adam on Transformers, But Sign Descent Might Be",0,0,[],[],False,N/A,"['Frederik Kunstner', 'Jacques Chen', 'Jonathan Wilder Lavington', 'Mark Schmidt']",N/A
BiAdam: Fast Adaptive Bilevel Optimization Methods,0,0,[],[],False,N/A,"['Feihu Huang', 'Junyi Li', 'Shangqian Gao']",N/A
Building Normalizing Flows with Stochastic Interpolants,0,0,[],[],False,N/A,"['Michael Samuel Albergo', 'Eric Vanden-Eijnden']",N/A
Elicitation Inference Optimization for Multi-Principal-Agent Alignment,0,0,[],[],False,N/A,"['Andrew Konya', 'Yeping Lina Qiu', 'Michael P Varga', 'Aviv Ovadya']",N/A
Dual Student Networks for Data-Free Model Stealing,0,0,[],[],False,N/A,"['James Beetham', 'Navid Kardan', 'Ajmal Saeed Mian', 'Mubarak Shah']",N/A
Augmentation Curriculum Learning For Generalization in RL,0,0,[],[],False,N/A,"['Dylan Yung', 'Andrew Szot', 'Prithvijit Chattopadhyay', 'Judy Hoffman', 'Zsolt Kira']",N/A
Composite Slice Transformer: An Efficient Transformer with Composition of Multi-Scale Multi-Range Attentions,0,0,[],[],False,N/A,"['Mingu Lee', 'Saurabh Pitre', 'Tianyu Jiang', 'Pierre-David Letourneau', 'Matthew J Morse', 'Kanghwan Jang', 'Joseph Soriaga', 'Parham Noorzad', 'Hsin-Pai Cheng', 'Christopher Lott']",N/A
Graph Fourier MMD for signals on data graphs,0,0,[],[],False,N/A,"['Sam Leone', 'Alexander Tong', 'Guillaume Huguet', 'Guy Wolf', 'Smita Krishnaswamy']",N/A
Equal Improvability: A New Fairness Notion Considering the Long-term Impact,0,0,[],[],False,N/A,"['Ozgur Guldogan', 'Yuchen Zeng', 'Jy-yong Sohn', 'Ramtin Pedarsani', 'Kangwook Lee']",N/A
Does progress on ImageNet transfer to real world datasets?,0,0,[],[],False,N/A,"['Alex Fang', 'Simon Kornblith', 'Ludwig Schmidt']",N/A
Competitive Physics Informed Networks ,0,0,[],[],False,N/A,"['Qi Zeng', 'Yash Kothari', 'Spencer H Bryngelson', 'Florian Tobias Schaefer']",N/A
Decomposed Prompting: A Modular Approach for Solving Complex Tasks,0,0,[],[],False,N/A,"['Tushar Khot', 'Harsh Trivedi', 'Matthew Finlayson', 'Yao Fu', 'Kyle Richardson', 'Peter Clark', 'Ashish Sabharwal']",N/A
Designing and Using Goal-Conditioned Tools,0,0,[],[],False,N/A,"['Ziang Liu', 'Stephen Tian', 'Michelle Guo', 'Karen Liu', 'Jiajun Wu']",N/A
Post-mortem on a deep learning contest: a Simpson’s paradox and the complementary roles of scale metrics versus shape metrics,0,0,[],[],False,N/A,"['Michael W. Mahoney', 'charles h martin']",N/A
ProtFIM: Fill-in-Middle Protein Sequence Design via Protein Language Models,0,0,[],[],False,N/A,"['Youhan Lee', 'Hasun Yu']",N/A
Beyond Deep Learning: An Evolutionary Feature Engineering Approach to Tabular Data Classification,0,0,[],[],False,N/A,"['Hengzhe Zhang', 'Qi Chen', 'Aimin Zhou', 'bing xue', 'Yan Wang', 'mengjie zhang']",N/A
Proportional Multicalibration,0,0,[],[],False,N/A,"['William La Cava', 'Elle Lett', 'Guangya Wan']",N/A
On The Impact of Machine Learning Randomness on Group Fairness,0,0,[],[],False,N/A,"['Prakhar Ganesh', 'Hongyan Chang', 'Martin Strobel', 'Reza Shokri']",N/A
Using the Training History to Detect and Prevent Overfitting in Deep Learning Models,0,0,[],[],False,N/A,"['Hao Li', 'Gopi Krishnan Rajbahadur', 'Dayi Lin', 'Cor-Paul Bezemer', 'Zhen Jiang']",N/A
Multi-scale Sinusoidal Embeddings Enable Learning on High Resolution Mass Spectrometry Data,0,0,[],[],False,N/A,['Gennady Voronov'],N/A
Self-Ensemble Protection: Training Checkpoints Are Good Data Protectors,0,0,[],[],False,N/A,"['Sizhe Chen', 'Geng Yuan', 'Xinwen Cheng', 'Yifan Gong', 'Minghai Qin', 'Yanzhi Wang', 'Xiaolin Huang']",N/A
Efficient parametric approximations of neural net function space distance,0,0,[],[],False,N/A,"['Nikita Dhawan', 'Sicong Huang', 'Juhan Bae', 'Roger Baker Grosse']",N/A
Systematic Generalization and Emergent Structures in Transformers Trained on Structured Tasks,0,0,[],[],False,N/A,"['Yuxuan Li', 'James McClelland']",N/A
Energy-Inspired Self-Supervised Pretraining for Vision Models,0,0,[],[],False,N/A,"['Ze Wang', 'Jiang Wang', 'Zicheng Liu', 'Qiang Qiu']",N/A
Effectively Modeling Time Series with Simple Discrete State Spaces,0,0,[],[],False,N/A,"['Michael Zhang', 'Khaled Kamal Saab', 'Michael Poli', 'Tri Dao', 'Karan Goel', 'Christopher Re']",N/A
Forgetful causal masking makes causal language models better zero-shot learners,0,0,[],[],False,N/A,"['Hao Liu', 'Xinyang Geng', 'Lisa Lee', 'Igor Mordatch', 'Sergey Levine', 'Sharan Narang', 'Pieter Abbeel']",N/A
"When and Why Vision-Language Models Behave like Bags-Of-Words, and What to Do About It?",0,0,[],[],False,N/A,"['Mert Yuksekgonul', 'Federico Bianchi', 'Pratyusha Kalluri', 'Dan Jurafsky', 'James Zou']",N/A
A Time Series is Worth 64 Words:  Long-term Forecasting with Transformers,0,0,[],[],False,N/A,"['Yuqi Nie', 'Nam H Nguyen', 'Phanwadee Sinthong', 'Jayant Kalagnanam']",N/A
Fantastic Rewards and How to Tame Them: A Case Study on Reward Learning for Task-oriented Dialogue Systems,0,0,[],[],False,N/A,"['Yihao Feng', 'Shentao Yang', 'Shujian Zhang', 'Jianguo Zhang', 'Caiming Xiong', 'Mingyuan Zhou', 'Huan Wang']",N/A
Supervision Complexity and its Role in Knowledge Distillation,0,0,[],[],False,N/A,"['Hrayr Harutyunyan', 'Ankit Singh Rawat', 'Aditya Krishna Menon', 'Seungyeon Kim', 'Sanjiv Kumar']",N/A
GLINKX: A Scalable Unified Framework For Homophilous and Heterophilous Graphs,0,0,[],[],False,N/A,"['Marios Papachristou', 'Rishab Goel', 'Frank Portman', 'Matthew Miller', 'Rong Jin']",N/A
Marich: A Query-efficient & Online Model Extraction Attack using Public Data,0,0,[],[],False,N/A,"['Pratik Karmakar', 'Debabrota Basu']",N/A
Lovasz Theta Contrastive Learning,0,0,[],[],False,N/A,"['Georgios Smyrnis', 'Matt Jordan', 'Ananya Uppal', 'Giannis Daras', 'Alex Dimakis']",N/A
Transferable Unlearnable Examples,0,0,[],[],False,N/A,"['Jie Ren', 'Han Xu', 'Yuxuan Wan', 'Xingjun Ma', 'Lichao Sun', 'Jiliang Tang']",N/A
MUG: Interactive Multimodal Grounding on User Interfaces,0,0,[],[],False,N/A,"['Tao Li', 'Gang Li', 'Jingjie Zheng', 'Purple Wang', 'Yang Li']",N/A
Tabular Deep Learning when $d \gg n$ by Using an Auxiliary Knowledge Graph,0,0,[],[],False,N/A,"['Camilo Ruiz', 'Hongyu Ren', 'Kexin Huang', 'Jure Leskovec']",N/A
Random Laplacian Features for Learning with Hyperbolic Space,0,0,[],[],False,N/A,"['Tao Yu', 'Christopher De Sa']",N/A
Replay Memory as An Empirical MDP: Combining Conservative Estimation with Experience Replay,0,0,[],[],False,N/A,"['Hongming Zhang', 'Chenjun Xiao', 'Han Wang', 'Jun Jin', 'bo xu', 'Martin Müller']",N/A
Neural Causal Models for Counterfactual Identification and Estimation,0,0,[],[],False,N/A,"['Kevin Muyuan Xia', 'Yushu Pan', 'Elias Bareinboim']",N/A
Connecting representation and generation via masked vision-language transformer,0,0,[],[],False,N/A,"['Xinyang Geng', 'Lisa Lee', 'Igor Mordatch', 'Sergey Levine', 'Pieter Abbeel', 'Hao Liu']",N/A
Is margin all you need? An extensive empirical study of active learning on tabular data,0,0,[],[],False,N/A,"['Dara Bahri', 'Heinrich Jiang', 'Tal Schuster', 'Afshin Rostamizadeh']",N/A
"Momentum Stiefel Optimizer, with Applications to Suitably-Orthogonal Attention, and Optimal Transport",0,0,[],[],False,N/A,"['Lingkai Kong', 'Yuqing Wang', 'Molei Tao']",N/A
Target Conditioned Representation Independence (TCRI); from Domain-Invariant to Domain-General Representations,0,0,[],[],False,N/A,"['Olawale Elijah Salaudeen', 'Oluwasanmi O Koyejo']",N/A
Multi-Task Option Learning and Discovery for Stochastic Path Planning,0,0,[],[],False,N/A,"['Naman Shah', 'Siddharth Srivastava']",N/A
MolEBM: Molecule Generation and Design by Latent Space Energy-Based Modeling,0,0,[],[],False,N/A,"['Deqian Kong', 'Bo Pang', 'Tian Han', 'Ying Nian Wu']",N/A
Information-Theoretic Diffusion,0,0,[],[],False,N/A,"['Xianghao Kong', 'Rob Brekelmans', 'Greg Ver Steeg']",N/A
Bandwith Enables Generalization in Quantum Kernel Models,0,0,[],[],False,N/A,"['Abdulkadir Canatar', 'Evan Peters', 'Cengiz Pehlevan', 'Stefan M. Wild', 'Ruslan Shaydulin']",N/A
SpENCNN: Orchestrating Encoding and Sparsity for Fast Homomorphically Encrypted Neural Network Inference,0,0,[],[],False,N/A,"['Ran Ran', 'Xinwei Luo', 'Wei Wang', 'Tao Liu', 'Gang Quan', 'Wujie Wen']",N/A
No Pairs Left Behind: Improving Metric Learning with Regularized Triplet Objective,0,0,[],[],False,N/A,"['A. Ali Heydari', 'Naghmeh Rezaei', 'Daniel McDuff', 'Javier L Prieto']",N/A
Minimal Value-Equivalent Partial Models for Scalable and Robust Planning in Lifelong Reinforcement Learning,0,0,[],[],False,N/A,"['Safa Alver', 'Doina Precup']",N/A
Predictive Coding with Approximate Laplace Monte Carlo,0,0,[],[],False,N/A,"['Umais Zahid', 'Qinghai Guo', 'Karl Friston', 'Zafeirios Fountas']",N/A
SIMPLE: A Gradient Estimator for k-Subset Sampling,0,0,[],[],False,N/A,"['Kareem Ahmed', 'Zhe Zeng', 'Mathias Niepert', 'Guy Van den Broeck']",N/A
Transformers Implement First-Order Logic with Majority Quantifiers,0,0,[],[],False,N/A,"['William Merrill', 'Ashish Sabharwal']",N/A
Robustness Evaluation Using Local Substitute Networks,0,0,[],[],False,N/A,"['Aleksei Kuvshinov', 'Crisitan Pavel', 'Stephan Günnemann']",N/A
Learning Iterative Neural Optimizers for Image Steganography,0,0,[],[],False,N/A,"['Xiangyu Chen', 'Varsha Kishore', 'Kilian Q Weinberger']",N/A
Graph Neural Networks as Multi-View Learning,0,0,[],[],False,N/A,"['Haoyu Han', 'Xiaorui Liu', 'Haitao Mao', 'MohamadAli Torkamani', 'Feng Shi', 'Victor Lee', 'Jiliang Tang']",N/A
Cramming: Training a language model on a single GPU in one day,0,0,[],[],False,N/A,"['Jonas Geiping', 'Tom Goldstein']",N/A
BertNet: Harvesting Knowledge Graphs from Pretrained Language Models,0,0,[],[],False,N/A,"['Shibo Hao', 'Bowen Tan', 'Kaiwen Tang', 'Bin Ni', 'Hengzhe Zhang', 'Eric Xing', 'Zhiting Hu']",N/A
How Hard is Trojan Detection in DNNs? Fooling Detectors With Evasive Trojans,0,0,[],[],False,N/A,"['Mantas Mazeika', 'Andy Zou', 'Akul Arora', 'Pavel Pleskov', 'Dawn Song', 'Dan Hendrycks', 'Bo Li', 'David Forsyth']",N/A
Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,0,0,[],[],False,N/A,"['Kenton Lee', 'Mandar Joshi', 'Iulia Raluca Turc', 'Hexiang Hu', 'Fangyu Liu', 'Julian Martin Eisenschlos', 'Urvashi Khandelwal', 'Peter Shaw', 'Ming-Wei Chang', 'Kristina Toutanova']",N/A
Confidence-Conditioned Value Functions for Offline Reinforcement Learning,0,0,[],[],False,N/A,"['Joey Hong', 'Aviral Kumar', 'Sergey Levine']",N/A
Current Anomaly Detectors are Anomalous: On Semantic Treatment of OOD Inputs,0,0,[],[],False,N/A,"['Ramneet Kaur', 'Xiayan Ji', 'Souradeep Dutta', 'Yahan Yang', 'Michele Caprio', 'Elena Bernardis', 'Oleg Sokolsky', 'Insup Lee']",N/A
FedX: Federated Learning for Compositional Pairwise Risk Optimization,0,0,[],[],False,N/A,"['Zhishuai Guo', 'Rong Jin', 'Jiebo Luo', 'Tianbao Yang']",N/A
On the Sensitivity of Reward Inference to Misspecified Human Models,0,0,[],[],False,N/A,"['Joey Hong', 'Kush Bhatia', 'Anca Dragan']",N/A
DeepDFA: Dataflow Analysis-Guided Efficient Graph Learning for Vulnerability Detection,0,0,[],[],False,N/A,"['Benjamin Steenhoek', 'Wei Le', 'Hongyang Gao']",N/A
Probability flow solution of the Fokker-Planck equation,0,0,[],[],False,N/A,"['Nicholas Matthew Boffi', 'Eric Vanden-Eijnden']",N/A
Binding Language Models in Symbolic Languages,0,0,[],[],False,N/A,"['Zhoujun Cheng', 'Tianbao Xie', 'Peng Shi', 'Chengzu Li', 'Rahul Nadkarni', 'Yushi Hu', 'Caiming Xiong', 'Dragomir Radev', 'Mari Ostendorf', 'Luke Zettlemoyer', 'Noah A. Smith', 'Tao Yu']",N/A
Probabilistic Categorical Adversarial Attack and Adversarial Training,0,0,[],[],False,N/A,"['Pengfei He', 'Han Xu', 'Jie Ren', 'Yuxuan Wan', 'Zitao Liu', 'Jiliang Tang']",N/A
Time Will Tell: New Outlooks and A Baseline for Temporal Multi-View 3D Object Detection,0,0,[],[],False,N/A,"['Jinhyung Park', 'Chenfeng Xu', 'Shijia Yang', 'Kurt Keutzer', 'Kris M. Kitani', 'Masayoshi Tomizuka', 'Wei Zhan']",N/A
Greedy Information Maximization for Online Feature Selection,0,0,[],[],False,N/A,"['Ian Connick Covert', 'Wei Qiu', 'MingYu Lu', 'Na Yoon Kim', 'Su-In Lee']",N/A
Towards Fair Classification against Poisoning Attacks,0,0,[],[],False,N/A,"['Han Xu', 'Xiaorui Liu', 'Yuxuan Wan', 'Jiliang Tang']",N/A
Unveiling Transformers with LEGO: A Synthetic Reasoning Task,0,0,[],[],False,N/A,"['Yi Zhang', 'Arturs Backurs', 'Sebastien Bubeck', 'Ronen Eldan', 'Suriya Gunasekar', 'Tal Wagner']",N/A
"How Much Data Are Augmentations Worth?  An Investigation into Scaling Laws, Invariance, and Implicit Regularization",0,0,[],[],False,N/A,"['Jonas Geiping', 'Micah Goldblum', 'Gowthami Somepalli', 'Ravid Shwartz-Ziv', 'Tom Goldstein', 'Andrew Gordon Wilson']",N/A
Spatial Reasoning Network for Zero-shot Constrained Scene Generation,0,0,[],[],False,N/A,"['Maxwell J Jacobson', 'Yexiang Xue']",N/A
Robust Graph Dictionary Learning,0,0,[],[],False,N/A,"['Weijie Liu', 'Jiahao Xie', 'Chao Zhang', 'Makoto Yamada', 'Nenggan Zheng', 'Hui Qian']",N/A
Matrix factorization under the constraint of connectivity between observed and source data ~ Muscle synergy analysis based on connectivity between muscle and brain activities ~,0,0,[],[],False,N/A,"['Takashi Isezaki', 'Michiaki Suzuki', 'Yukio Koike', 'Ryosuke Aoki', 'Yukio Nishimura']",N/A
Fundamental limits on the robustness of image classifiers,0,0,[],[],False,N/A,"['Zheng Dai', 'David Gifford']",N/A
Stochastic Constrained DRO with a Complexity Independent of Sample Size,0,0,[],[],False,N/A,"['Qi Qi', 'Jiameng Lyu', 'Kung-sik Chan', 'Er-Wei Bai', 'Tianbao Yang']",N/A
"Evolve Smoothly, Fit Consistently: Learning Smooth Latent Dynamics For Advection-Dominated Systems",0,0,[],[],False,N/A,"['Zhong Yi Wan', 'Leonardo Zepeda-Nunez', 'Anudhyan Boral', 'Fei Sha']",N/A
Dissecting adaptive methods in GANs,0,0,[],[],False,N/A,"['Samy Jelassi', 'David Dobre', 'Arthur Mensch', 'Yuanzhi Li', 'Gauthier Gidel']",N/A
Recycling Scraps: Improving Private Learning by Leveraging Intermediate Checkpoints,0,0,[],[],False,N/A,"['Virat Shejwalkar', 'Arun Ganesh', 'Rajiv Mathews', 'Om Thakkar', 'Abhradeep Guha Thakurta']",N/A
Understanding Influence Functions and Datamodels via Harmonic Analysis,0,0,[],[],False,N/A,"['Nikunj Saunshi', 'Arushi Gupta', 'Mark Braverman', 'Sanjeev Arora']",N/A
BC-IRL: Learning Generalizable Reward Functions from Demonstrations,0,0,[],[],False,N/A,"['Andrew Szot', 'Amy Zhang', 'Dhruv Batra', 'Zsolt Kira', 'Franziska Meier']",N/A
